Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,1985,15,64,35.17,50.59,17.88,11.29,5.3,2.95,2.26,3.657,2.909,0.644,0.104,2039,Latin America and the Caribbean
,1990,15,64,30.65,51.46,18.41,14.64,6.97,3.25,2.44,4.101,3.17,0.818,0.114,2281,Latin America and the Caribbean
,1995,15,64,27.1,53.65,19.07,15.74,8.47,3.5,2.66,4.375,3.336,0.916,0.123,2510,Latin America and the Caribbean
,2000,15,64,23.66,53.93,19.84,19.1,11.85,3.34,2.66,4.792,3.56,1.112,0.12,2776,Latin America and the Caribbean
,2005,15,64,21.1,57.04,22.69,18.89,8.95,2.97,2.39,4.817,3.703,1.006,0.107,3127,Latin America and the Caribbean
,2010,15,64,13.52,56.1,25.64,30.35,14.55,0.03,0.02,5.605,4.275,1.329,0.001,3621,Latin America and the Caribbean
,2015,15,64,13.85,50.29,25.82,32.07,18.08,3.79,2.13,6.231,4.435,1.678,0.118,4658,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Guyana,1950,15,64,11.85,80.9,48.16,6.39,2.53,0.85,0.5,4.763,4.306,0.43,0.027,114,Latin America and the Caribbean
,1955,15,64,10.43,80.76,48.2,7.74,3.09,1.07,0.66,4.956,4.398,0.524,0.035,122,Latin America and the Caribbean
,1960,15,64,8.39,81.07,48.46,9.39,3.74,1.16,0.72,5.181,4.519,0.625,0.038,137,Latin America and the Caribbean
,1965,15,64,7.07,75.02,44.89,16.69,5.6,1.22,0.76,5.744,4.672,1.032,0.04,160,Latin America and the Caribbean
,1970,15,64,5.13,73.77,43.57,19.93,7.03,1.19,0.75,6.047,4.788,1.221,0.039,172,Latin America and the Caribbean
,1975,15,64,4,70.56,41.47,23.46,8.93,1.99,1.09,6.44,4.888,1.491,0.061,186,Latin America and the Caribbean
,1980,15,64,3.35,66.4,38.71,28.35,11.6,1.87,1.14,6.807,4.966,1.78,0.06,207,Latin America and the Caribbean
,1985,15,64,3.43,62.48,36.3,32.82,14.22,1.26,0.86,7.065,5.009,2.014,0.042,209,Latin America and the Caribbean
,1990,15,64,3.99,59.86,34.65,34.94,16.32,1.21,0.73,7.141,5.004,2.098,0.039,205,Latin America and the Caribbean
,1995,15,64,4.74,52.88,30.58,41.73,20.2,0.66,0.39,7.559,5.047,2.491,0.021,217,Latin America and the Caribbean
,2000,15,64,5.62,47.56,27.46,46.82,23.41,0.11,0.07,7.85,5.066,2.781,0.004,230,Latin America and the Caribbean
,2005,15,64,5.47,43.06,24.82,51.23,26.81,0.24,0.12,8.215,5.124,3.084,0.007,236,Latin America and the Caribbean
,2010,15,64,4.49,39.59,22.77,55.51,30.17,0.41,0.2,8.428,5.226,3.19,0.012,242,Latin America and the Caribbean
,2015,15,64,3.79,39.4,22.68,55.88,30.09,0.93,0.37,8.311,5.271,3.014,0.026,248,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Haiti,1950,15,64,87.32,9.27,2.65,3.06,1.69,0.35,0.28,0.759,0.562,0.184,0.013,911,Latin America and the Caribbean
,1955,15,64,84.89,10.89,2.05,3.88,2.11,0.34,0.27,0.879,0.642,0.225,0.012,960,Latin America and the Caribbean
,1960,15,64,80.9,13.76,2.04,4.99,2.89,0.35,0.26,1.097,0.794,0.29,0.012,1018,Latin America and the Caribbean
,1965,15,64,76.51,17.42,2.28,5.71,3.25,0.37,0.27,1.295,0.956,0.327,0.013,1086,Latin America and the Caribbean
,1970,15,64,72.13,20.63,2.56,6.87,4.25,0.37,0.29,1.544,1.13,0.402,0.013,1187,Latin America and the Caribbean
,1975,15,64,68.15,22.45,2.72,8.82,6.65,0.58,0.4,1.91,1.319,0.571,0.02,1291,Latin America and the Caribbean
,1980,15,64,61.3,25.58,3.01,12.3,10.07,0.72,0.63,2.488,1.639,0.822,0.027,1414,Latin America and the Caribbean
,1985,15,64,28.01,53.68,6.22,17.48,15.08,0.85,0.64,4.114,2.897,1.187,0.03,1558,Latin America and the Caribbean
,1990,15,64,25.73,50.99,5.82,22.45,20.35,0.83,0.68,4.677,3.101,1.546,0.03,1709,Latin America and the Caribbean
,1995,15,64,21.85,50.4,5.57,26.99,24.76,0.76,0.64,5.226,3.344,1.854,0.028,1881,Latin America and the Caribbean
,2000,15,64,18.03,50.53,5.39,30.79,28.46,0.65,0.56,5.696,3.564,2.108,0.024,2130,Latin America and the Caribbean
,2005,15,64,14.92,50.42,5.2,34.12,31.65,0.55,0.48,6.097,3.748,2.328,0.021,2428,Latin America and the Caribbean
,2010,15,64,12.41,52.32,5.19,34.8,32.67,0.47,0.42,6.243,3.842,2.384,0.018,2667,Latin America and the Caribbean
,2015,15,64,8.46,57.55,5.55,33.51,33.18,0.52,0.4,6.323,3.935,2.369,0.018,3190,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Honduras,1950,15,64,58.52,36.83,6.63,3.83,2.36,0.82,0.54,1.806,1.583,0.196,0.027,366,Latin America and the Caribbean
,1955,15,64,56.03,38.89,6.86,4.26,2.6,0.82,0.54,1.917,1.677,0.213,0.027,420,Latin America and the Caribbean
,1960,15,64,53.31,41.08,7.93,5.06,3.09,0.67,0.47,2.074,1.814,0.237,0.023,487,Latin America and the Caribbean
,1965,15,64,48.38,44.75,7.94,5.98,3.42,0.9,0.54,2.302,1.993,0.28,0.029,563,Latin America and the Caribbean
,1970,15,64,44.33,47.82,8.64,6.66,3.7,1.19,0.68,2.535,2.165,0.333,0.037,642,Latin America and the Caribbean
,1975,15,64,41.13,49.68,11.25,7.81,4.03,1.39,0.81,2.823,2.38,0.399,0.044,746,Latin America and the Caribbean
,1980,15,64,31.76,53.29,17.18,11.97,5.57,2.98,1.52,3.767,3.011,0.666,0.09,898,Latin America and the Caribbean
,1985,15,64,22.93,56.41,21.16,16.64,8.27,3.99,2.3,4.64,3.565,0.949,0.126,1068,Latin America and the Caribbean
,1990,15,64,18.74,58.59,25.35,18.43,8.61,4.24,2.45,5.049,3.878,1.037,0.134,1265,Latin America and the Caribbean
,1995,15,64,14.72,57.3,25.96,23.49,9.6,4.48,2.61,5.543,4.176,1.225,0.142,1499,Latin America and the Caribbean
,2000,15,64,12.37,56.69,29.15,25.95,10.65,4.99,2.83,5.916,4.432,1.328,0.156,1768,Latin America and the Caribbean
,2005,15,64,11.01,54.55,29.29,29.6,13.03,4.83,2.84,6.199,4.581,1.464,0.153,2065,Latin America and the Caribbean
,2010,15,64,10.02,51.31,28.2,34.92,16.6,3.75,2.47,6.462,4.706,1.631,0.124,2398,Latin America and the Caribbean
,2015,15,64,10.41,47.83,28.6,34.79,14.65,6.98,6.47,6.811,4.799,1.744,0.269,2802,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Jamaica,1950,15,64,20.06,75.23,27.28,4.18,1.7,0.53,0.35,3.584,3.358,0.208,0.017,409,Latin America and the Caribbean
,1955,15,64,18.96,75.9,28.39,4.59,1.91,0.55,0.37,3.683,3.437,0.228,0.018,437,Latin America and the Caribbean
,1960,15,64,18.34,74.74,28.81,6.38,2.43,0.48,0.34,3.828,3.518,0.293,0.016,413,Latin America and the Caribbean
,1965,15,64,11.46,77.96,31.66,9.54,3.28,1.04,0.61,4.403,3.923,0.447,0.033,426,Latin America and the Caribbean
,1970,15,64,3.95,83.4,35.79,11.28,4.03,1.42,0.88,4.928,4.338,0.544,0.046,425,Latin America and the Caribbean
,1975,15,64,2.78,78.13,36.36,17.3,6.34,1.79,1.01,5.453,4.58,0.817,0.056,475,Latin America and the Caribbean
,1980,15,64,2.31,68.1,33.5,27.83,11.41,1.68,1.04,6.15,4.818,1.278,0.054,552,Latin America and the Caribbean
,1985,15,64,3.87,56.85,29.18,37,16.05,2.28,1.35,6.739,4.938,1.728,0.073,635,Latin America and the Caribbean
,1990,15,64,3.76,49.03,25.85,44.19,20.32,3.01,1.77,7.325,5.078,2.152,0.095,663,Latin America and the Caribbean
,1995,15,64,5.38,35.34,19.26,52.72,25.58,6.55,3.66,8.26,5.195,2.861,0.204,713,Latin America and the Caribbean
,2000,15,64,5.35,22.98,12.73,61.64,30.55,9.99,5.78,9.242,5.368,3.558,0.315,748,Latin America and the Caribbean
,2005,15,64,4.99,16.93,9.39,67.07,34.11,11.01,6.2,9.787,5.474,3.968,0.344,793,Latin America and the Caribbean
,2010,15,64,5.25,12.56,6.21,70.03,37.23,12.17,6.79,10.055,5.495,4.18,0.379,843,Latin America and the Caribbean
,2015,15,64,4.81,9.67,5.53,71.44,39.09,14.08,7.71,10.299,5.587,4.276,0.436,954,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mexico,1950,15,64,40.28,53.37,10.82,4.28,1.5,2.07,1.77,2.446,1.922,0.447,0.077,7384,Latin America and the Caribbean
,1955,15,64,37.87,55.04,12.04,5.12,1.65,1.97,1.65,2.585,2.031,0.482,0.072,8183,Latin America and the Caribbean
,1960,15,64,35.65,55.78,12.38,6.85,2.16,1.87,1.53,2.781,2.14,0.573,0.068,9243,Latin America and the Caribbean
,1965,15,64,28.83,59.89,15.23,8.53,4.01,2.75,2.32,3.355,2.442,0.812,0.101,10603,Latin America and the Caribbean
,1970,15,64,23.77,64.28,18.67,9.05,3.54,2.94,2.32,3.69,2.827,0.758,0.105,12357,Latin America and the Caribbean
,1975,15,64,24.86,53.37,17.51,15.13,6.05,6.64,3.96,4.594,3.127,1.255,0.212,14442,Latin America and the Caribbean
,1980,15,64,23.63,45.38,18.11,22.67,8.51,8.33,5.16,5.444,3.522,1.652,0.27,16939,Latin America and the Caribbean
,1985,15,64,17.34,43.33,18.76,30.06,11.08,9.27,5.69,6.294,4.025,1.97,0.299,19861,Latin America and the Caribbean
,1990,15,64,12.24,40.94,19.42,37.49,13.22,9.32,5.78,6.992,4.464,2.226,0.302,23318,Latin America and the Caribbean
,1995,15,64,9.3,37.22,18.81,41.94,15.64,11.53,7.51,7.692,4.771,2.539,0.381,26721,Latin America and the Caribbean
,2000,15,64,6.56,34.81,18.61,45.24,17.38,13.39,9.01,8.256,5.033,2.775,0.448,29808,Latin America and the Caribbean
,2005,15,64,3.95,27.66,15.68,51.25,20.86,17.14,11.04,9.169,5.343,3.263,0.564,32891,Latin America and the Caribbean
,2010,15,64,4.03,25.86,15.39,51.83,20.86,18.28,11.4,9.325,5.414,3.317,0.594,36020,Latin America and the Caribbean
,2015,15,64,10.31,14.31,8.84,57.26,20.74,18.12,15.03,9.307,5.217,3.427,0.663,38715,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Nicaragua,1950,15,64,64.51,31.47,6.98,3.18,1.64,0.8,0.65,1.581,1.392,0.16,0.029,309,Latin America and the Caribbean
,1955,15,64,56.85,36.34,8.09,4.59,2.33,2.22,2.03,2.11,1.741,0.284,0.085,349,Latin America and the Caribbean
,1960,15,64,46.64,43.37,9.79,6.1,3.01,3.89,3.85,2.772,2.194,0.422,0.155,392,Latin America and the Caribbean
,1965,15,64,39.03,45.72,10.47,8.76,4.13,6.5,6.4,3.506,2.601,0.647,0.258,456,Latin America and the Caribbean
,1970,15,64,32.13,46.36,10.81,11.6,5.31,9.79,9.6,4.336,2.999,0.95,0.388,540,Latin America and the Caribbean
,1975,15,64,28.55,48.06,11.25,12.66,5.59,10.74,10.54,4.689,3.183,1.08,0.426,642,Latin America and the Caribbean
,1980,15,64,26.73,46.4,10.68,14.3,6.2,12.56,12.33,5.107,3.324,1.285,0.498,757,Latin America and the Caribbean
,1985,15,64,23.15,47.44,10.85,17.19,7.51,12.22,12.02,5.409,3.513,1.411,0.485,869,Latin America and the Caribbean
,1990,15,64,27.38,43.51,10.08,17.73,7.45,11.38,11.2,5.205,3.354,1.398,0.452,989,Latin America and the Caribbean
,1995,15,64,27.32,38.58,8.58,23.11,9.51,10.99,10.84,5.471,3.461,1.574,0.436,1159,Latin America and the Caribbean
,2000,15,64,23.99,39.6,8.85,25.71,11.07,10.7,10.51,5.703,3.638,1.64,0.424,1350,Latin America and the Caribbean
,2005,15,64,19.78,39,8.54,31.58,13.92,9.64,9.47,6.08,3.9,1.798,0.382,1574,Latin America and the Caribbean
,2010,15,64,15.69,37.45,7.82,36.62,16.69,10.24,10.04,6.595,4.169,2.02,0.406,1822,Latin America and the Caribbean
,2015,15,64,12.44,36.13,23.63,40.78,19.11,10.65,10.44,7.507,4.879,2.207,0.422,1940,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Panama,1950,15,64,30.64,53.73,22.68,13.7,3.44,1.91,1.47,3.925,3.229,0.629,0.067,249,Latin America and the Caribbean
,1955,15,64,26.44,55.33,23.88,15.75,3.95,2.48,1.7,4.294,3.47,0.74,0.084,272,Latin America and the Caribbean
,1960,15,64,21.63,57.02,26.98,18.67,4.6,2.73,1.91,4.759,3.804,0.862,0.093,303,Latin America and the Caribbean
,1965,15,64,21.75,55.61,24.18,18.26,7.08,4.38,2.21,4.907,3.752,1.023,0.132,347,Latin America and the Caribbean
,1970,15,64,22.14,55.26,25.96,17.14,11.02,5.5,2.56,5.13,3.795,1.174,0.161,400,Latin America and the Caribbean
,1975,15,64,16.25,51.92,25.38,24.27,13.39,7.57,3.12,6.027,4.229,1.584,0.214,468,Latin America and the Caribbean
,1980,15,64,11.36,46.98,24.95,33.31,15.57,8.24,4.11,6.859,4.651,1.961,0.247,546,Latin America and the Caribbean
,1985,15,64,8.74,44.3,25.3,36.31,19,10.65,5.15,7.52,4.905,2.298,0.316,636,Latin America and the Caribbean
,1990,15,64,7.03,41.75,24.82,39.67,21.58,11.55,6.04,7.953,5.07,2.53,0.352,730,Latin America and the Caribbean
,1995,15,64,6.04,36.55,23.34,42.42,23.95,14.99,8.77,8.607,5.241,2.89,0.475,829,Latin America and the Caribbean
,2000,15,64,4.98,34.28,22.82,42.88,25.13,17.85,12.13,9.069,5.357,3.112,0.6,933,Latin America and the Caribbean
,2005,15,64,4.52,33.64,24.03,42.86,26.92,18.98,12.65,9.305,5.44,3.232,0.633,1038,Latin America and the Caribbean
,2010,15,64,4.57,32.18,23.74,43.75,28.59,19.5,13.03,9.463,5.472,3.34,0.651,1136,Latin America and the Caribbean
,2015,15,64,3.77,29.79,22.62,45.89,32.78,20.55,13.44,9.831,5.559,3.593,0.68,1285,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Paraguay,1950,15,64,23.43,67.66,8.86,7.71,3.44,1.17,0.82,3.273,2.828,0.405,0.04,391,Latin America and the Caribbean
,1955,15,64,19.36,70.25,9.23,8.98,3.71,1.42,1.04,3.523,3.008,0.466,0.049,413,Latin America and the Caribbean
,1960,15,64,14.67,72.64,10.39,10.94,4.35,1.61,1.27,3.857,3.244,0.555,0.058,439,Latin America and the Caribbean
,1965,15,64,12.83,72.19,11.13,12.69,4.93,2.29,1.5,4.139,3.398,0.666,0.076,486,Latin America and the Caribbean
,1970,15,64,9.34,72.27,14.5,16.03,5.98,2.47,1.56,4.602,3.713,0.809,0.081,576,Latin America and the Caribbean
,1975,15,64,7.24,69.5,18.21,19.87,6.49,3.38,1.92,5.127,4.027,0.994,0.106,681,Latin America and the Caribbean
,1980,15,64,6.89,65.18,19.67,24.06,9.4,3.85,2.33,5.579,4.22,1.235,0.124,836,Latin America and the Caribbean
,1985,15,64,5.63,61.54,22.41,27.19,10.9,5.64,2.98,6.141,4.488,1.481,0.172,977,Latin America and the Caribbean
,1990,15,64,4.4,59.8,24.18,29.11,13.54,6.7,3.42,6.552,4.668,1.681,0.202,1157,Latin America and the Caribbean
,1995,15,64,5.12,65.35,35.29,22.57,12.17,6.96,3.84,6.467,4.791,1.46,0.216,1340,Latin America and the Caribbean
,2000,15,64,5.01,67.42,41.71,20.39,12.36,7.1,4.24,6.558,4.923,1.408,0.227,1572,Latin America and the Caribbean
,2005,15,64,2.06,42.57,22.6,52.69,33.93,2.65,1.6,8.117,5.275,2.757,0.085,1827,Latin America and the Caribbean
,2010,15,64,2.04,48.18,29.89,42.88,24.02,6.89,4.32,7.974,5.329,2.421,0.224,2093,Latin America and the Caribbean
,2015,15,64,1.87,43.63,28.87,39.05,26.48,15.45,8.07,8.809,5.445,2.893,0.47,2176,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Peru,1950,15,64,27.63,57.74,17.64,11.84,5.55,2.79,2.03,3.516,2.616,0.804,0.096,2112,Latin America and the Caribbean
,1955,15,64,24.85,59.31,18.55,12.8,5.95,3.03,2.2,3.711,2.738,0.868,0.105,2370,Latin America and the Caribbean
,1960,15,64,22.24,60.3,19.99,14.2,6.76,3.16,2.28,3.939,2.875,0.955,0.109,2661,Latin America and the Caribbean
,1965,15,64,19.64,56.95,19.37,18.68,8.79,4.73,2.98,4.453,3.079,1.221,0.154,3023,Latin America and the Caribbean
,1970,15,64,15.72,53.86,19.19,24.6,10.86,5.85,3.79,5.162,3.502,1.467,0.193,3489,Latin America and the Caribbean
,1975,15,64,11.95,48.4,19.27,29.87,13.41,9.78,6.27,6.145,3.98,1.844,0.321,4063,Latin America and the Caribbean
,1980,15,64,9.02,43.26,17.83,35.62,14.05,12.18,8.41,6.884,4.353,2.119,0.412,4745,Latin America and the Caribbean
,1985,15,64,7.59,40.67,11.93,35.71,14.79,16.03,11.3,7.277,4.428,2.302,0.546,5516,Latin America and the Caribbean
,1990,15,64,7.31,36.8,8.96,33.82,17.77,22.08,16.11,7.888,4.538,2.586,0.764,6330,Latin America and the Caribbean
,1995,15,64,5.81,30.36,7.05,41.16,27.06,22.68,17.76,8.625,4.815,3.001,0.809,7122,Latin America and the Caribbean
,2000,15,64,4.65,23.37,10.61,43.15,26.65,28.84,23.18,9.544,5.231,3.273,1.04,7931,Latin America and the Caribbean
,2005,15,64,2.91,19.46,11.35,44.24,31.19,33.39,27.38,10.319,5.509,3.594,1.215,8795,Latin America and the Caribbean
,2010,15,64,1.31,25.78,17.25,55.28,43.52,17.63,14.36,9.659,5.63,3.389,0.64,9727,Latin America and the Caribbean
,2015,15,64,2.07,17.33,11.87,61.1,54.99,19.5,15.76,10.313,5.712,3.895,0.705,9732,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Trinidad and Tobago,1950,15,64,11.84,77.36,41.56,9.75,2.19,1.05,0.69,5.375,4.918,0.422,0.035,177,Latin America and the Caribbean
,1955,15,64,9.82,77.52,42.06,11.43,2.43,1.23,0.89,5.603,5.071,0.49,0.042,195,Latin America and the Caribbean
,1960,15,64,7.88,75.9,42.33,14.82,2.7,1.4,1.04,5.932,5.273,0.609,0.049,224,Latin America and the Caribbean
,1965,15,64,6,73.33,41.41,19.13,3.09,1.54,1.19,6.276,5.463,0.759,0.055,239,Latin America and the Caribbean
,1970,15,64,4.44,69.08,41.02,24.93,3.64,1.5,1.21,6.705,5.704,0.947,0.054,256,Latin America and the Caribbean
,1975,15,64,2.1,66.51,40.46,28.75,4.03,2.65,1.78,7.172,5.942,1.142,0.088,285,Latin America and the Caribbean
,1980,15,64,0.87,61.95,38.31,33.99,4.73,3.08,2.34,7.558,6.104,1.346,0.108,324,Latin America and the Caribbean
,1985,15,64,1.54,56.42,44.1,38.58,7.14,3.45,2.53,8.159,6.461,1.579,0.12,359,Latin America and the Caribbean
,1990,15,64,1.64,46.56,39.86,48.13,11.56,3.67,2.78,8.77,6.651,1.99,0.129,367,Latin America and the Caribbean
,1995,15,64,1.23,40.89,36.4,53.13,17.31,4.75,3.15,9.233,6.757,2.318,0.158,398,Latin America and the Caribbean
,2000,15,64,1.04,34.91,31.75,58.91,25.95,5.13,3.67,9.687,6.816,2.695,0.176,433,Latin America and the Caribbean
,2005,15,64,1.04,30.64,28.46,61.3,38.03,7.02,4.66,10.203,6.851,3.119,0.234,460,Latin America and the Caribbean
,2010,15,64,0.48,26.76,25.2,63.97,56.58,8.8,6.11,10.897,6.912,3.687,0.298,465,Latin America and the Caribbean
,2015,15,64,0.51,22.6,21.34,67.01,60.46,9.88,6.7,11.144,6.92,3.892,0.332,476,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Uruguay,1950,15,64,15.08,69.36,22.92,11.72,4.52,3.84,1.53,4.522,3.698,0.717,0.107,731,Latin America and the Caribbean
,1955,15,64,12.06,69.85,23.14,13.92,5.18,4.16,1.66,4.81,3.872,0.822,0.116,774,Latin America and the Caribbean
,1960,15,64,10.08,69.17,23,16.33,6.12,4.42,1.71,5.067,4.007,0.938,0.122,819,Latin America and the Caribbean
,1965,15,64,7.92,67.56,23.21,19.87,7.44,4.65,1.74,5.417,4.192,1.098,0.127,857,Latin America and the Caribbean
,1970,15,64,6.87,64.12,25.81,23.77,8.92,5.23,1.95,5.876,4.438,1.294,0.144,888,Latin America and the Caribbean
,1975,15,64,5.24,61.07,27.12,27.5,10.24,6.18,2.31,6.339,4.666,1.503,0.17,882,Latin America and the Caribbean
,1980,15,64,4.3,57.06,27.29,32.19,12.14,6.45,2.67,6.749,4.849,1.717,0.182,899,Latin America and the Caribbean
,1985,15,64,3.83,50.5,26.16,38.3,12.76,7.33,3.14,7.218,5.037,1.971,0.209,917,Latin America and the Caribbean
,1990,15,64,3.52,45.4,25.28,36.5,11.18,14.59,6.14,7.905,5.185,2.305,0.415,947,Latin America and the Caribbean
,1995,15,64,2.66,41.22,24.24,33.99,11.06,22.13,10.26,8.658,5.331,2.679,0.648,990,Latin America and the Caribbean
,2000,15,64,1.67,43.06,31.69,40.51,12.82,14.76,7.22,8.484,5.559,2.485,0.44,1021,Latin America and the Caribbean
,2005,15,64,0.7,45.76,37.01,47.21,16.91,6.34,3.18,8.189,5.695,2.304,0.19,1068,Latin America and the Caribbean
,2010,15,64,0.59,44.92,37.4,48.33,18.79,6.15,3.03,8.305,5.739,2.383,0.184,1118,Latin America and the Caribbean
,2015,15,64,0.32,44.37,38.48,44.35,15.65,10.96,7.26,8.626,5.804,2.457,0.364,1087,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Venezuela,1950,15,64,43.8,49.32,10.39,4.93,1.01,1.89,0.2,1.909,1.467,0.399,0.042,1405,Latin America and the Caribbean
,1955,15,64,38.34,53.04,17.85,6.55,1.64,2.07,0.85,2.325,1.762,0.505,0.058,1677,Latin America and the Caribbean
,1960,15,64,32.74,56.41,24.76,8.73,2.44,2.12,0.97,2.753,2.058,0.634,0.062,2003,Latin America and the Caribbean
,1965,15,64,34.27,49.78,16.17,12.88,3.89,3.07,1.2,2.979,1.957,0.937,0.085,2351,Latin America and the Caribbean
,1970,15,64,31.16,47.18,14.1,17.93,5.8,3.77,1.54,3.666,2.409,1.151,0.106,2787,Latin America and the Caribbean
,1975,15,64,22.39,46.71,12.85,24.84,8.81,6.06,2.3,4.684,2.993,1.523,0.167,3451,Latin America and the Caribbean
,1980,15,64,14.22,46.84,13.66,31.31,10.93,7.63,3.15,5.619,3.578,1.825,0.216,4285,Latin America and the Caribbean
,1985,15,64,15.05,52.22,16.28,22.83,8.33,9.9,2.98,5.393,3.598,1.538,0.258,5035,Latin America and the Caribbean
,1990,15,64,16.6,57.15,19.76,15.01,9.06,11.24,2.67,5.185,3.58,1.326,0.278,5797,Latin America and the Caribbean
,1995,15,64,12.83,56.27,32.82,20.04,9.54,10.86,2.63,6.019,4.264,1.485,0.27,6655,Latin America and the Caribbean
,2000,15,64,9.57,51.04,35.13,28.48,14.5,10.91,2.6,6.868,4.742,1.856,0.27,7580,Latin America and the Caribbean
,2005,15,64,7.56,44.99,32.85,35.12,20.51,12.33,2.65,7.565,5.042,2.223,0.3,8556,Latin America and the Caribbean
,2010,15,64,3.91,37.95,28.58,47.19,32.02,10.94,2.68,8.418,5.408,2.738,0.272,9457,Latin America and the Caribbean
,2015,15,64,2.26,25.5,16.93,44.64,25.57,27.6,14.29,9.752,5.607,3.307,0.838,9736,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Algeria,1950,15,64,77.86,20.12,4.19,1.59,0.6,0.44,0.28,0.978,0.851,0.112,0.014,2523,Middle East and North Africa
,1955,15,64,77.96,19.83,3.92,1.77,0.7,0.37,0.26,0.971,0.841,0.117,0.013,2714,Middle East and North Africa
,1960,15,64,77.03,18.6,4.1,3.85,1.43,0.53,0.32,1.195,0.944,0.234,0.017,2831,Middle East and North Africa
,1965,15,64,70.4,22.09,6.35,6.72,3,0.77,0.43,1.739,1.302,0.413,0.024,2969,Middle East and North Africa
,1970,15,64,56.02,32.22,9.79,10.97,5.84,0.66,0.36,2.639,1.958,0.66,0.02,3078,Middle East and North Africa
,1975,15,64,44.96,38.83,4.28,14.89,8.31,1.32,0.61,3.242,2.266,0.937,0.039,3714,Middle East and North Africa
,1980,15,64,35.97,42.6,3.92,18.86,10.81,2.58,1.13,4.015,2.682,1.259,0.074,4695,Middle East and North Africa
,1985,15,64,25.59,45.48,20.78,25.07,14.61,3.86,1.92,5.55,3.723,1.711,0.116,5673,Middle East and North Africa
,1990,15,64,19.62,46.24,21.76,28.66,17.39,5.48,2.82,6.307,4.089,2.052,0.166,6771,Middle East and North Africa
,1995,15,64,16.44,47.24,27.37,29.85,19.05,6.46,3.57,6.836,4.417,2.218,0.201,8061,Middle East and North Africa
,2000,15,64,14.02,52.72,33.86,25.8,17.56,7.47,4.27,6.846,4.593,2.018,0.235,9472,Middle East and North Africa
,2005,15,64,12.25,55.75,37.7,22.8,15.91,9.2,5.18,6.928,4.724,1.917,0.288,10927,Middle East and North Africa
,2010,15,64,10.85,52.58,34.27,25.11,17.77,11.46,6.29,7.304,4.8,2.149,0.355,12245,Middle East and North Africa
,2015,15,64,9.04,49.72,31.62,25.63,18.32,15.62,8.16,7.759,4.815,2.469,0.476,13116,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bahrain,1950,15,64,80.31,12.45,9.4,4.57,3.12,2.67,2.2,1.506,1.09,0.318,0.097,35,Middle East and North Africa
,1955,15,64,79.5,12.65,9.51,4.98,3.35,2.86,2.32,1.582,1.135,0.343,0.104,41,Middle East and North Africa
,1960,15,64,77.71,12.36,8.86,6.98,4.25,2.95,2.35,1.753,1.232,0.415,0.106,48,Middle East and North Africa
,1965,15,64,70.62,14.54,11,11.51,6.07,3.29,2.44,2.346,1.654,0.577,0.115,43,Middle East and North Africa
